device_id,uptime_hours,failures,avg_latency_ms,error_rate
D4790,2266,5,171.37,0.0115
D4791,1214,1,236.27,0.0022
D4792,1638,6,139.52,0.0019
D4793,1883,2,232.72,0.0249
D4794,2452,4,255.82,0.0092
D4795,2374,5,221.66,0.0361
D4796,846,0,39.8,0.0515
D4797,1019,0,201.36,0.0633
D4798,2781,6,189.9,0.0084
D4799,562,0,190.12,0.0845
D4800,2403,5,221.98,0.0517
D4801,2795,2,275.85,0.0167
D4802,1700,3,191.0,0.0407
D4803,1906,2,150.6,0.055
D4804,2592,4,225.09,0.0897
D4805,1820,1,170.13,0.094
D4806,1945,3,126.72,0.0435
D4807,1397,1,164.21,0.0183
D4808,2727,2,254.44,0.0865
D4809,2243,1,215.97,0.0957
D4810,828,1,239.91,0.0342
D4811,1878,4,206.0,0.0467
D4812,2724,0,315.61,0.0731
D4813,1226,0,266.42,0.0565
D4814,2146,1,217.37,0.0219
D4815,2963,3,148.85,0.0576
D4816,1168,1,211.77,0.0311
D4817,812,1,181.88,0.0509
D4818,1647,0,277.2,0.0655
D4819,2088,4,228.17,0.0919
D4820,1138,3,211.11,0.0164
D4821,2888,5,283.31,0.0775
D4822,574,1,257.25,0.0204
D4823,642,0,313.32,0.0847
D4824,887,1,227.15,0.0799
D4825,1059,1,177.89,0.0133
D4826,1016,3,222.51,0.0851
D4827,2901,8,192.27,0.0528
D4828,839,0,204.6,0.0841
D4829,2757,1,158.19,0.0479
D4830,2309,1,242.57,0.0536
D4831,1703,5,88.94,0.042
D4832,1963,2,196.79,0.0468
D4833,1207,0,174.08,0.0188
D4834,1690,1,147.39,0.0362
D4835,1954,3,193.76,0.0584
D4836,2609,7,251.18,0.0661
D4837,1804,1,156.11,0.0179
D4838,1707,2,303.63,0.0108
D4839,1323,1,223.75,0.0766
D4840,1862,0,279.07,0.0551
D4841,2344,3,215.96,0.0827
D4842,2250,1,288.07,0.0262
D4843,2439,0,243.83,0.096
D4844,1853,3,181.67,0.0536
D4845,1750,1,232.98,0.0864
D4846,2563,3,293.14,0.0932
D4847,1935,0,188.64,0.0996
D4848,1003,1,194.9,0.0934
D4849,2009,2,190.39,0.0981
D4850,1011,0,242.27,0.0085
D4851,2916,4,264.97,0.0381
D4852,1313,1,198.56,0.0536
D4853,1891,1,159.08,0.0289
D4854,2731,0,208.95,0.0086
D4855,2687,4,260.54,0.0079
D4856,2708,2,224.71,0.0805
D4857,1705,4,222.05,0.0647
D4858,1013,2,187.26,0.0421
D4859,1004,1,173.91,0.0711
D4860,777,1,188.28,0.0891
D4861,2943,2,186.13,0.0512
D4862,1515,2,83.18,0.0781
D4863,992,1,197.89,0.0124
D4864,947,1,248.55,0.0042
D4865,2830,2,230.8,0.0772
D4866,2695,5,164.81,0.0568
D4867,529,0,116.19,0.0956
D4868,625,2,198.43,0.0299
D4869,1860,4,292.56,0.0623
D4870,2966,1,226.22,0.0435
D4871,2044,2,135.83,0.0345
D4872,1556,2,169.08,0.0216
D4873,2538,5,257.95,0.0586
D4874,701,1,220.75,0.0326
D4875,1416,0,168.6,0.0039
D4876,564,1,229.64,0.0782
D4877,1821,1,240.35,0.0497
D4878,1583,3,195.69,0.0085
D4879,1573,4,191.04,0.0933
D4880,2235,4,170.83,0.0507
D4881,2369,3,304.09,0.0583
D4882,720,0,188.9,0.0141
D4883,721,2,177.59,0.0998
D4884,726,0,187.39,0.0852
D4885,2762,5,181.86,0.0448
D4886,2147,5,174.86,0.0359
D4887,2774,1,248.09,0.062
D4888,1327,1,125.72,0.006
D4889,2838,5,218.61,0.0349
D4890,1952,2,187.11,0.0616
D4891,970,2,227.81,0.003
D4892,641,0,200.07,0.0642
D4893,2407,7,136.22,0.0964
D4894,1503,3,152.97,0.0157
D4895,1933,1,154.9,0.0449
D4896,1753,2,190.79,0.0417
D4897,2974,5,274.43,0.0103
D4898,1582,1,208.98,0.0373
D4899,1025,2,226.03,0.0421
D4900,1135,2,215.39,0.0551
D4901,1685,2,249.28,0.0437
D4902,759,2,213.88,0.0074
D4903,2553,8,207.45,0.0972
D4904,2001,2,113.04,0.0196
D4905,1324,2,235.65,0.097
D4906,839,1,282.22,0.09
D4907,900,2,183.08,0.0261
D4908,1897,2,194.45,0.0234
D4909,1321,0,159.5,0.0568
D4910,2595,3,189.35,0.0703
D4911,960,0,229.68,0.0148
D4912,2308,1,213.01,0.0912
D4913,700,1,130.85,0.0611
D4914,1330,4,167.9,0.0854
D4915,702,1,249.49,0.0806
D4916,1015,1,238.79,0.0167
D4917,2894,4,256.78,0.0029
D4918,709,1,206.46,0.0769
D4919,1472,3,254.35,0.021
D4920,2133,4,232.8,0.023
D4921,789,1,151.59,0.0249
D4922,1799,0,224.9,0.0553
D4923,1871,4,234.49,0.0899
D4924,1862,2,189.18,0.0999
D4925,2491,2,194.54,0.0472
D4926,1627,5,183.47,0.0956
D4927,1211,1,130.35,0.0234
D4928,1814,0,170.23,0.0687
D4929,1643,1,308.8,0.0151
D4930,620,1,101.1,0.0189
D4931,2576,1,132.11,0.018
D4932,793,5,231.11,0.035
D4933,1585,2,279.09,0.0717
D4934,1972,2,182.88,0.0632
D4935,1759,3,224.3,0.0728
D4936,1747,1,162.15,0.067
D4937,2430,3,136.98,0.0977
D4938,2418,3,163.96,0.0812
D4939,599,1,144.86,0.0727
D4940,1565,0,197.84,0.0744
D4941,958,1,167.95,0.0492
D4942,934,1,123.09,0.0241
D4943,567,1,134.48,0.009
D4944,1055,0,133.01,0.0683
D4945,2105,1,107.55,0.068
D4946,2995,2,244.2,0.0277
D4947,836,2,202.58,0.0335
D4948,978,3,225.67,0.0654
D4949,850,1,84.73,0.0046
D4950,610,0,258.41,0.0133
D4951,2285,6,175.19,0.0895
D4952,2344,4,214.32,0.0709
D4953,1988,4,237.56,0.0661
D4954,2229,4,240.22,0.0502
D4955,849,0,191.22,0.0011
D4956,912,1,95.15,0.007
D4957,2734,4,222.17,0.0223
D4958,1594,2,124.21,0.0306
D4959,1280,1,266.98,0.0831
D4960,2090,0,257.68,0.0119
D4961,1751,1,183.16,0.0778
D4962,1681,1,180.4,0.0771
D4963,2527,5,246.86,0.0884
D4964,1912,3,239.36,0.0972
D4965,1379,0,230.26,0.0125
D4966,1891,2,128.34,0.0765
D4967,1368,0,158.55,0.0329
D4968,2488,3,134.88,0.0035
D4969,838,0,152.71,0.0443
D4970,2795,2,216.25,0.0635
D4971,1918,1,146.99,0.058
D4972,1193,2,152.54,0.0643
D4973,2255,3,227.57,0.0693
D4974,2736,5,260.39,0.0773
D4975,918,1,223.2,0.0292
D4976,675,1,192.11,0.0683
D4977,2329,2,164.37,0.076
D4978,1921,2,222.7,0.0684
D4979,1544,2,271.57,0.0197
D4980,2671,4,311.47,0.0818
D4981,2877,4,102.93,0.0292
D4982,714,1,119.52,0.0442
D4983,1437,1,190.62,0.032
D4984,938,0,205.16,0.0577
D4985,769,3,260.68,0.0229
D4986,859,1,211.8,0.0837
D4987,570,0,236.65,0.0897
D4988,1829,6,152.07,0.0048
D4989,942,3,174.61,0.0908
D4990,1764,1,268.05,0.0777
D4991,594,1,160.62,0.0662
D4992,2676,3,185.38,0.0949
D4993,1507,2,241.3,0.0285
D4994,540,1,215.76,0.0381
D4995,625,2,213.12,0.0719
D4996,1751,1,227.49,0.05
D4997,2423,5,264.29,0.0833
D4998,2779,4,151.17,0.0601
D4999,1203,3,217.91,0.0297
D5000,2711,2,243.14,0.0782
